bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
кичиться	кичи'ться	plume oneself, boast	angeben, eingebildet sein, sich was einbilden	imperfective	-	кичи'сь	кичи'тесь	кичи'лся	кичи'лась	кичи'лось	кичи'лись	кичу'сь	кичи'шься	кичи'тся	кичи'мся	кичи'тесь	кича'тся
выскальзывать	выска'льзывать	slip	entgleiten, entschlüpfen	imperfective	выскользнуть	выска'льзывай	выска'льзывайте	выска'льзывал	выска'льзывала	выска'льзывало	выска'льзывали	выска'льзываю	выска'льзываешь	выска'льзывает	выска'льзываем	выска'льзываете	выска'льзывают
комкать	ко'мкать	crumple, dash off, race through	knittern, zerknittern, zerknüllen	imperfective	скомкать	ко'мкай	ко'мкайте	ко'мкал	ко'мкала	ко'мкало	ко'мкали	ко'мкаю	ко'мкаешь	ко'мкает	ко'мкаем	ко'мкаете	ко'мкают
обступать	обступа'ть	beset, surround	umringen	imperfective	обступить	обступа'й	обступа'йте	обступа'л	обступа'ла	обступа'ло	обступа'ли	обступа'ю	обступа'ешь	обступа'ет	обступа'ем	обступа'ете	обступа'ют
протопать	прото'пать		eine Zeitlang stanpfen, trampeln	perfective	-	прото'пай	прото'пайте	прото'пал	прото'пала	прото'пало	прото'пали	прото'паю	прото'паешь	прото'пает	прото'паем	прото'паете	прото'пают
поступиться	поступи'ться	waive, forgo, give up	zurückstecken, (etwas) überlassen / zugestehen / abtreten, (auf etwas) verzichten	perfective	поступаться	поступи'сь	поступи'тесь	поступи'лся	поступи'лась	поступи'лось	поступи'лись	поступлю'сь	посту'пишься	посту'пится	посту'пимся	посту'питесь	посту'пятся
интегрировать	интегри'ровать	integrate	integrieren, eingliedern, einpassen; ein Integral berechnen	both		интегри'руй	интегри'руйте	интегри'ровал	интегри'ровала	интегри'ровало	интегри'ровали	интегри'рую	интегри'руешь	интегри'рует	интегри'руем	интегри'руете	интегри'руют
продлевать	продлева'ть	prolong, extend	verlängern, die Frist hinausschieben, Aufschub gewähren	imperfective	продлить	продлева'й	продлева'йте	продлева'л	продлева'ла	продлева'ло	продлева'ли	продлева'ю	продлева'ешь	продлева'ет	продлева'ем	продлева'ете	продлева'ют
разбрасываться	разбра'сываться		sich verzetteln	imperfective	-	разбра'сывайся	разбра'сывайтесь	разбра'сывался	разбра'сывалась	разбра'сывалось	разбра'сывались	разбра'сываюсь	разбра'сываешься	разбра'сывается	разбра'сываемся	разбра'сываетесь	разбра'сываются
скособочить	скособо'чить		schief machen, verunstalten, kippen	perfective	кособочить	скособо'чь	скособо'чьте	скособо'чил	скособо'чила	скособо'чило	скособо'чили	скособо'чу	скособо'чишь	скособо'чит	скособо'чим	скособо'чите	скособо'чат
ссылать	ссыла'ть	exile, banish	verbannen, ausweisen, deportieren	imperfective	сослать	ссыла'й	ссыла'йте	ссыла'л	ссыла'ла	ссыла'ло	ссыла'ли	ссыла'ю	ссыла'ешь	ссыла'ет	ссыла'ем	ссыла'ете	ссыла'ют
раскачать	раскача'ть	swing, move, stir up, loosen, shake loose	schaukeln, aufschaukeln, anschubsen	perfective	раскачивать	раскача'й	раскача'йте	раскача'л	раскача'ла	раскача'ло	раскача'ли	раскача'ю	раскача'ешь	раскача'ет	раскача'ем	раскача'ете	раскача'ют
отжимать	отжима'ть	wring out	ausdrücken, auspressen, auswringen	imperfective	отжать	отжима'й	отжима'йте	отжима'л	отжима'ла	отжима'ло	отжима'ли	отжима'ю	отжима'ешь	отжима'ет	отжима'ем	отжима'ете	отжима'ют
промочить	промочи'ть	wet thoroughly, drench, soak	durchnässen	perfective	промачивать	промочи'	промочи'те	промочи'л	промочи'ла	промочи'ло	промочи'ли	промочу'	промо'чишь	промо'чит	промо'чим	промо'чите	промо'чат
сматывать	сма'тывать	wind, reel off	wickeln, aufwickeln, abwickeln	imperfective	смотать	сма'тывай	сма'тывайте	сма'тывал	сма'тывала	сма'тывало	сма'тывали	сма'тываю	сма'тываешь	сма'тывает	сма'тываем	сма'тываете	сма'тывают
постричь	постри'чь		schneiden, scheren; mähen	perfective	постригать	постриги'	постриги'те	постри'г	постри'гла	постри'гло	постри'гли	постригу'	пострижёшь	пострижёт	пострижём	пострижёте	постригу'т
привалить	привали'ть	lean, rest, come alongside	heranwälzen	perfective	приваливать	привали'	привали'те	привали'л	привали'ла	привали'ло	привали'ли	привалю'	прива'лишь	прива'лит	прива'лим	прива'лите	прива'лят
обхаживать	обха'живать	coax, cajole, try to get round	abklappern, alles abgehen, durchwandern	imperfective	обходить	обха'живай	обха'живайте	обха'живал	обха'живала	обха'живало	обха'живали	обха'живаю	обха'живаешь	обха'живает	обха'живаем	обха'живаете	обха'живают
занервничать	зане'рвничать		nervös werden	perfective	-	зане'рвничай	зане'рвничайте	зане'рвничал	зане'рвничала	зане'рвничало	зане'рвничали	зане'рвничаю	зане'рвничаешь	зане'рвничает	зане'рвничаем	зане'рвничаете	зане'рвничают
похаживать	поха'живать	pace, stroll, come, go	gemächlich auf und ab gehen	imperfective	-	поха'живай	поха'живайте	поха'живал	поха'живала	поха'живало	поха'живали	поха'живаю	поха'живаешь	поха'живает	поха'живаем	поха'живаете	поха'живают
усматривать	усма'тривать	perceive, discover, look, attend, keep an eye	ersehen	imperfective	усмотреть	усма'тривай	усма'тривайте	усма'тривал	усма'тривала	усма'тривало	усма'тривали	усма'триваю	усма'триваешь	усма'тривает	усма'триваем	усма'триваете	усма'тривают
наметать	намета'ть	sweep together, cause to drift	zusammenwehen, zusammenfegen; heften, mit grossen Stichen befestigen	imperfective	намести;наметывать	намета'й	намета'йте	намета'л	намета'ла	намета'ло	намета'ли	намета'ю	намета'ешь	намета'ет	намета'ем	намета'ете	намета'ют
отцепиться	отцепи'ться		sich loshaken, sich lösen, sich abkuppeln	perfective	отцепляться	отцепи'сь	отцепи'тесь	отцепи'лся	отцепи'лась	отцепи'лось	отцепи'лись	отцеплю'сь	отце'пишься	отце'пится	отце'пимся	отце'питесь	отце'пятся
буянить	буя'нить	make a row, an uproar, brawl	Radau machen, randalieren	imperfective		буя'нь	буя'ньте	буя'нил	буя'нила	буя'нило	буя'нили	буя'ню	буя'нишь	буя'нит	буя'ним	буя'ните	буя'нят
повергать	поверга'ть	throw down, plunge	versetzen	imperfective	повергнуть	поверга'й	поверга'йте	поверга'л	поверга'ла	поверга'ло	поверга'ли	поверга'ю	поверга'ешь	поверга'ет	поверга'ем	поверга'ете	поверга'ют
увильнуть	увильну'ть	shirk, elude, try to get out	sich drücken, ausreichen	perfective	увиливать	увильни'	увильни'те	увильну'л	увильну'ла	увильну'ло	увильну'ли	увильну'	увильнёшь	увильнёт	увильнём	увильнёте	увильну'т
выдворить	вы'дворить	turn out, evict	ausweisen, abschieben, hinauswerfen	perfective	выдворять	вы'двори	вы'дворите	вы'дворил	вы'дворила	вы'дворило	вы'дворили	вы'дворю	вы'дворишь	вы'дворит	вы'дворим	вы'дворите	вы'дворят
заделаться	заде'латься		abgedichtet werden, ausgeflickt werden, zugestopft werden	perfective	заделываться	заде'лайся	заде'лайтесь	заде'лался	заде'лалась	заде'лалось	заде'лались	заде'лаюсь	заде'лаешься	заде'лается	заде'лаемся	заде'лаетесь	заде'лаются
издохнуть	издо'хнуть	die, peg out, croak	verrecken, verenden	perfective	издыхать	издо'хни	издо'хните	издо'х	издо'хла	издо'хло	издо'хли	издо'хну	издо'хнешь	издо'хнет	издо'хнем	издо'хнете	издо'хнут
дрыгать	дры'гать	jerk	zappeln, hampeln, strampeln	imperfective	дрыгнуть	дры'гай	дры'гайте	дры'гал	дры'гала	дры'гало	дры'гали	дры'гаю	дры'гаешь	дры'гает	дры'гаем	дры'гаете	дры'гают
смоделировать	смодели'ровать	model	modellieren, └ im Modellversuch / als Modell┘ darstellen, simulieren, nachbilden; plastisch gestalten; ein └ Modell / Modellkleid┘ entwerfen	perfective	моделировать	смодели'руй	смодели'руйте	смодели'ровал	смодели'ровала	смодели'ровало	смодели'ровали	смодели'рую	смодели'руешь	смодели'рует	смодели'руем	смодели'руете	смодели'руют
чудить	чуди'ть	behave in a queer way, try to be original	herumalbern, dumme Streiche machen	imperfective	учудить	чуди'	чуди'те	чуди'л	чуди'ла	чуди'ло	чуди'ли	чужу'	чуди'шь	чуди'т	чуди'м	чуди'те	чудя'т
выпытывать	выпы'тывать	elicit, extort, try to get	ausforschen, auskundachaften	imperfective	выпытать	выпы'тывай	выпы'тывайте	выпы'тывал	выпы'тывала	выпы'тывало	выпы'тывали	выпы'тываю	выпы'тываешь	выпы'тывает	выпы'тываем	выпы'тываете	выпы'тывают
затенить	затени'ть	shade	beschatten, abschirmen, Schatten spenden	perfective	затенять	затени'	затени'те	затени'л	затени'ла	затени'ло	затени'ли	затеню'	затени'шь	затени'т	затени'м	затени'те	затеня'т
корпеть	корпе'ть	sweat, work hard	angestrengt arbeiten, ackern	imperfective	-	корпи'	корпи'те	корпе'л	корпе'ла	корпе'ло	корпе'ли	корплю'	корпи'шь	корпи'т	корпи'м	корпи'те	корпя'т
окрылить	окрыли'ть	inspire, lend wings	beschwingen, beflügeln	perfective	окрылять	окрыли'	окрыли'те	окрыли'л	окрыли'ла	окрыли'ло	окрыли'ли	окрылю'	окрыли'шь	окрыли'т	окрыли'м	окрыли'те	окрыля'т
переоценить	переоцени'ть		überschätzen	perfective	переоценивать	переоцени'	переоцени'те	переоцени'л	переоцени'ла	переоцени'ло	переоцени'ли	переоценю'	переоце'нишь	переоце'нит	переоце'ним	переоце'ните	переоце'нят
разъясниться	разъясни'ться	clear up	sich aufklären, klar werden	perfective	разъя'сниться	разъясни'сь	разъясни'тесь	разъясни'лся	разъясни'лась	разъясни'лось	разъясни'лись	разъясню'сь	разъясни'шься	разъясни'тся	разъясни'мся	разъясни'тесь	разъясня'тся
укатать	уката'ть	roll, wear out, tire out, roll away, leave, drive off	glattwalzen, ebnen; hinter Schloss und Riegel bringen	perfective	укатывать	уката'й	уката'йте	уката'л	уката'ла	уката'ло	уката'ли	уката'ю	уката'ешь	уката'ет	уката'ем	уката'ете	уката'ют
обрить	обри'ть	shave, shave off	abrasieren	perfective	обривать	обре'й	обре'йте	обри'л	обри'ла	обри'ло	обри'ли	обре'ю	обре'ешь	обре'ет	обре'ем	обре'ете	обре'ют
провезти	провезти'	transport, convey, carry around	fahren	perfective	провозить	провези'	провези'те	прове'з	провезла'	провезло'	провезли'	провезу'	провезёшь	провезёт	провезём	провезёте	провезу'т
соткать	сотка'ть	weave	weben; zusammensetzen	perfective	ткать	сотки'	сотки'те	сотка'л	соткала'	сотка'ло	сотка'ли	сотку'	соткёшь	соткёт	соткём	соткёте	сотку'т
поплёвывать	поплёвывать	spit	von Zeit zu Zeit mehrfach spucken	imperfective	-	поплёвывай	поплёвывайте	поплёвывал	поплёвывала	поплёвывало	поплёвывали	поплёвываю	поплёвываешь	поплёвывает	поплёвываем	поплёвываете	поплёвывают
задираться	задира'ться	ride up, break, split, try to pick a quarrel; Bully	sich aufschürfen, sich aufschlagen; pöbeln, Streit suchen	imperfective	задраться	задира'йся	задира'йтесь	задира'лся	задира'лась	задира'лось	задира'лись	задира'юсь	задира'ешься	задира'ется	задира'емся	задира'етесь	задира'ются
проесть	прое'сть		zerfressen, abessen	perfective	проедать	прое'шь	прое'шьте	прое'л	прое'ла	прое'ло	прое'ли	прое'м	прое'шь	прое'ст	проеди'м	проеди'те	проедя'т
отлупить	отлупи'ть	peel, bark, thrash, flog	hauen, prügeln, schlagen	perfective	лупить	отлупи'	отлупи'те	отлупи'л	отлупи'ла	отлупи'ло	отлупи'ли	отлуплю'	отлу'пишь	отлу'пит	отлу'пим	отлу'пите	отлу'пят
финансироваться	финансироваться		finanziert werden, Finanzierung bekommen, sich finanzieren, unterhalten werden	imperfective	-												
прикреплять	прикрепля'ть	fasten, attach, register	festmachen, befestigen, anbringen; angliedern (an eine Abteilung etc.)	imperfective	прикрепить	прикрепля'й	прикрепля'йте	прикрепля'л	прикрепля'ла	прикрепля'ло	прикрепля'ли	прикрепля'ю	прикрепля'ешь	прикрепля'ет	прикрепля'ем	прикрепля'ете	прикрепля'ют
претить	прети'ть	sicken	anwidern, anekeln, anöden; verbieten, tabuisieren	both	-	прети'	прети'те	прети'л	прети'ла	прети'ло	прети'ли	пречу'	прети'шь	прети'т	прети'м	прети'те	претя'т
взволноваться	взволнова'ться	be agitated, be in agitation, be upset, be disturbed, be worried, be uneasy, be alarmed, be nervous, ripple, be rough, rise in waves, surge, billow	sich aufregen, aufgeregt sein, sich Sorgen machen um, über	perfective	волноваться	взволну'йся	взволну'йтесь	взволнова'лся	взволнова'лась	взволнова'лось	взволнова'лись	взволну'юсь	взволну'ешься	взволну'ется	взволну'емся	взволну'етесь	взволну'ются
подшутить	подшути'ть	banter, chaff, play a practical joke	einen Streich spielen, sich lustig machen	perfective	подшучивать	подшути'	подшути'те	подшути'л	подшути'ла	подшути'ло	подшути'ли	подшучу'	подшу'тишь	подшу'тит	подшу'тим	подшу'тите	подшу'тят
потакать	потака'ть	indulge	Nachsicht üben, nachsichtig sein	imperfective	-	потака'й	потака'йте	потака'л	потака'ла	потака'ло	потака'ли	потака'ю	потака'ешь	потака'ет	потака'ем	потака'ете	потака'ют
напастись	напасти'сь		weiden; Vorräte anlegen, sich eindecken	perfective	-	напаси'сь	напаси'тесь	напа'сся	напасла'сь	напасло'сь	напасли'сь	напасу'сь	напасёшься	напасётся	напасёмся	напасётесь	напасу'тся
бодрить	бодри'ть	stimulate, invigorate	aufmuntern, erfrischen	imperfective		бодри'	бодри'те	бодри'л	бодри'ла	бодри'ло	бодри'ли	бодрю'	бодри'шь	бодри'т	бодри'м	бодри'те	бодря'т
дожёвывать	дожёвывать		zerkauen, fertig kauen	imperfective	дожевать	дожёвывай	дожёвывайте	дожёвывал	дожёвывала	дожёвывало	дожёвывали	дожёвываю	дожёвываешь	дожёвывает	дожёвываем	дожёвываете	дожёвывают
заблокировать	заблоки'ровать	To block	blockieren, sperren	perfective	блокировать	заблоки'руй	заблоки'руйте	заблоки'ровал	заблоки'ровала	заблоки'ровало	заблоки'ровали	заблоки'рую	заблоки'руешь	заблоки'рует	заблоки'руем	заблоки'руете	заблоки'руют
синтезировать	синтези'ровать	synthesize	synthetisieren	both		синтези'руй	синтези'руйте	синтези'ровал	синтези'ровала	синтези'ровало	синтези'ровали	синтези'рую	синтези'руешь	синтези'рует	синтези'руем	синтези'руете	синтези'руют
одаривать	ода'ривать	give presents, endow	beschenken, ausstatten	imperfective	одарить	ода'ривай	ода'ривайте	ода'ривал	ода'ривала	ода'ривало	ода'ривали	ода'риваю	ода'риваешь	ода'ривает	ода'риваем	ода'риваете	ода'ривают
вытираться	вытира'ться	to dry one's self	sich abtrocknen, sich abreiben	imperfective	вытереться	вытира'йся	вытира'йтесь	вытира'лся	вытира'лась	вытира'лось	вытира'лись	вытира'юсь	вытира'ешься	вытира'ется	вытира'емся	вытира'етесь	вытира'ются
обогащать	обогаща'ть	enrich, concentrate	bereichern	imperfective	обогатить	обогаща'й	обогаща'йте	обогаща'л	обогаща'ла	обогаща'ло	обогаща'ли	обогаща'ю	обогаща'ешь	обогаща'ет	обогаща'ем	обогаща'ете	обогаща'ют
покряхтывать	покря'хтывать		von Zeit zu Zeit stöhnen, von Zeit zu Zeit ächzen	imperfective	-	покря'хтывай	покря'хтывайте	покря'хтывал	покря'хтывала	покря'хтывало	покря'хтывали	покря'хтываю	покря'хтываешь	покря'хтывает	покря'хтываем	покря'хтываете	покря'хтывают
взрастить	взрасти'ть	grow, cultivate, bring up, nurture	großziehen, aufziehen; ziehen, züchten, anbauen	perfective	взращивать	взрасти'	взрасти'те	взрасти'л	взрасти'ла	взрасти'ло	взрасти'ли	взращу'	взрасти'шь	взрасти'т	взрасти'м	взрасти'те	взрастя'т
откровенничать	открове'нничать	indulge in confidences	aus dem Nähkästchen plaudern, Vertrauliches offenbaren	imperfective	-	открове'нничай	открове'нничайте	открове'нничал	открове'нничала	открове'нничало	открове'нничали	открове'нничаю	открове'нничаешь	открове'нничает	открове'нничаем	открове'нничаете	открове'нничают
подсыхать	подсыха'ть	get dry, dry off, dry out a little	trocknen, vertrocknen	imperfective	подсохнуть	подсыха'й	подсыха'йте	подсыха'л	подсыха'ла	подсыха'ло	подсыха'ли	подсыха'ю	подсыха'ешь	подсыха'ет	подсыха'ем	подсыха'ете	подсыха'ют
попользоваться	попо'льзоваться		verwenden, benutzen, gebrauchen	perfective	пользоваться	попо'льзуйся	попо'льзуйтесь	попо'льзовался	попо'льзовалась	попо'льзовалось	попо'льзовались	попо'льзуюсь	попо'льзуешься	попо'льзуется	попо'льзуемся	попо'льзуетесь	попо'льзуются
вымотать	вы'мотать	drain, exhaust	zermürben, erschöpfen, fertigmachen	perfective	выматывать	вы'мотай	вы'мотайте	вы'мотал	вы'мотала	вы'мотало	вы'мотали	вы'мотаю	вы'мотаешь	вы'мотает	вы'мотаем	вы'мотаете	вы'мотают
запаять	запая'ть	solder	zulöten	perfective	запаивать	запая'й	запая'йте	запая'л	запая'ла	запая'ло	запая'ли	запая'ю	запая'ешь	запая'ет	запая'ем	запая'ете	запая'ют
прокоптить	прокопти'ть	smoke, cure in smoke, soil with smoke, soot	durchräuchern, vollqualmen	perfective	прокапчивать	прокопти'	прокопти'те	прокопти'л	прокопти'ла	прокопти'ло	прокопти'ли	прокопчу'	прокопти'шь	прокопти'т	прокопти'м	прокопти'те	прокоптя'т
схитрить	схитри'ть	use cunning, dodge	schummeln, schwindeln, mogeln; eine List anwenden, zu einer List greifen; ein falsches Spiel treiben, heucheln	perfective	хитрить	схитри'	схитри'те	схитри'л	схитри'ла	схитри'ло	схитри'ли	схитрю'	схитри'шь	схитри'т	схитри'м	схитри'те	схитря'т
наработать	нарабо'тать	turn out	in bestimmter Menge produzieren / herstellen / machen; anstellen (Kritikwürdiges tun); erarbeiten	perfective	нарабатывать	нарабо'тай	нарабо'тайте	нарабо'тал	нарабо'тала	нарабо'тало	нарабо'тали	нарабо'таю	нарабо'таешь	нарабо'тает	нарабо'таем	нарабо'таете	нарабо'тают
разрушиться	разру'шиться	go to ruin, collapse, fail fall to the ground	einstürzen / zusammenbrechen, zunichte werden / scheitern (Hoffnungen etc.); verfallen / zerfallen, ruiniert / zerstört werden	perfective	разрушаться	разру'шься	разру'шьтесь	разру'шился	разру'шилась	разру'шилось	разру'шились	разру'шусь	разру'шишься	разру'шится	разру'шимся	разру'шитесь	разру'шатся
множиться	мно'житься	increase	sich mehren, sich vermehren	imperfective	умножиться	мно'жься	мно'жьтесь	мно'жился	мно'жилась	мно'жилось	мно'жились	мно'жусь	мно'жишься	мно'жится	мно'жимся	мно'житесь	мно'жатся
предприниматься	предприниматься		geschehen, unternommen werden	imperfective	-												
свестись	свести'сь	come, come off	sich ergeben, auf etwas hinauslaufen	perfective	сводиться	сведи'сь	сведи'тесь	свёлся	свела'сь	свело'сь	свели'сь	сведу'сь	сведёшься	сведётся	сведёмся	сведётесь	сведу'тся
проталкиваться	прота'лкиваться		sich durchdrängeln, sich durchschubsen	imperfective	протолкнуться	прота'лкивайся	прота'лкивайтесь	прота'лкивался	прота'лкивалась	прота'лкивалось	прота'лкивались	прота'лкиваюсь	прота'лкиваешься	прота'лкивается	прота'лкиваемся	прота'лкиваетесь	прота'лкиваются
ладиться	ла'диться	go on well	einspielen, klappen	imperfective	уладиться,наладиться	ла'дься	ла'дьтесь	ла'дился	ла'дилась	ла'дилось	ла'дились	ла'жусь	ла'дишься	ла'дится	ла'димся	ла'дитесь	ла'дятся
монтировать	монти'ровать	assemble, fit, mount, arrange	montieren, schneiden	imperfective	смонтировать	монти'руй	монти'руйте	монти'ровал	монти'ровала	монти'ровало	монти'ровали	монти'рую	монти'руешь	монти'рует	монти'руем	монти'руете	монти'руют
развлечься	развле'чься	HAVE FUN	sich unterhalten, sich amüsieren, sich zerstreuen	perfective	развлекаться	развлеки'сь	развлеки'тесь	развлёкся	развлекла'сь	развлекло'сь	развлекли'сь	развлеку'сь	развлечёшься	развлечётся	развлечёмся	развлечётесь	развлеку'тся
подтрунивать	подтрунивать	chaff, banter, kid	sich lustig machen, necken, auf den Arm nehmen, hänseln, spötteln	imperfective	подтру́нивать												
скупить	скупи'ть	buy up, corner	aufkaufen	perfective	скупать	скупи'	скупи'те	скупи'л	скупи'ла	скупи'ло	скупи'ли	скуплю'	ску'пишь	ску'пит	ску'пим	ску'пите	ску'пят
неистовствовать	неи'стовствовать	rage, rave, storm	rasen, wüten	imperfective		неи'стовствуй	неи'стовствуйте	неи'стовствовал	неи'стовствовала	неи'стовствовало	неи'стовствовали	неи'стовствую	неи'стовствуешь	неи'стовствует	неи'стовствуем	неи'стовствуете	неи'стовствуют
прицеливаться	прице'ливаться		zielen, visieren	imperfective	прицелиться	прице'ливайся	прице'ливайтесь	прице'ливался	прице'ливалась	прице'ливалось	прице'ливались	прице'ливаюсь	прице'ливаешься	прице'ливается	прице'ливаемся	прице'ливаетесь	прице'ливаются
увольняться	увольня'ться	leave the service, retire	entlassen werden, freigesetzt werden, auf die Straße gesetzt werden; freigestellt  werden, entlastet werden; kündigen	imperfective	уволиться	увольня'йся	увольня'йтесь	увольня'лся	увольня'лась	увольня'лось	увольня'лись	увольня'юсь	увольня'ешься	увольня'ется	увольня'емся	увольня'етесь	увольня'ются
заправиться	запра'виться	refuel	tanken; sich stärken, etwas zu sich nehmen, einen Happen essen	perfective	заправляться	запра'вься	запра'вьтесь	запра'вился	запра'вилась	запра'вилось	запра'вились	запра'влюсь	запра'вишься	запра'вится	запра'вимся	запра'витесь	запра'вятся
взваливать	взва'ливать	load, lift	aufladen vt, aufbürden	imperfective	взвалить	взва'ливай	взва'ливайте	взва'ливал	взва'ливала	взва'ливало	взва'ливали	взва'ливаю	взва'ливаешь	взва'ливает	взва'ливаем	взва'ливаете	взва'ливают
приклеиться	прикле'иться		aufgeklebt werden, kleben, anhaften, angeleimt werden, angeklebt werden	perfective	приклеиваться	прикле'йся	прикле'йтесь	прикле'ился	прикле'илась	прикле'илось	прикле'ились	прикле'юсь	прикле'ишься	прикле'ится	прикле'имся	прикле'итесь	прикле'ятся
высаживать	выса'живать	drop off; plant	auspflanzen, ins Freie pflanzen; beim Aussteigen helfen; zum Aussteigen auffordern; aussetzen, absetzen; heraussprengen, herausdrücken	imperfective	высадить	выса'живай	выса'живайте	выса'живал	выса'живала	выса'живало	выса'живали	выса'живаю	выса'живаешь	выса'живает	выса'живаем	выса'живаете	выса'живают
вычесть	вы'честь	deduct, keep back, subtract	abziehen, subtrahieren	perfective	вычитать	вы'чти	вы'чтите	вы'чел	вы'чла	вы'чло	вы'чли	вы'чту	вы'чтешь	вы'чтет	вы'чтем	вы'чтете	вы'чтут
упрямиться	упря'миться	be obstinate, persist	sich nicht überzeugen lassen, starrsinnig sein, auf seiner Meinung beharren	imperfective	-	упря'мься	упря'мьтесь	упря'мился	упря'милась	упря'милось	упря'мились	упря'млюсь	упря'мишься	упря'мится	упря'мимся	упря'митесь	упря'мятся
нагнетать	нагнета'ть	force, supercharge	(zusammen)drücken, pressen, pumpen, komprimieren	imperfective	нагнести	нагнета'й	нагнета'йте	нагнета'л	нагнета'ла	нагнета'ло	нагнета'ли	нагнета'ю	нагнета'ешь	нагнета'ет	нагнета'ем	нагнета'ете	нагнета'ют
сердить	серди'ть	make angry, anger	ärgern, böse machen	imperfective	рассердить	серди'	серди'те	серди'л	серди'ла	серди'ло	серди'ли	сержу'	се'рдишь	се'рдит	се'рдим	се'рдите	се'рдят
занюхать	занюхать		an etwas riechen / schnuppern (meist nach dem Genuss von Alkohol)	perfective	заню́хивать												
холить	хо'лить	tend, care for	hätscheln, verhätscheln, verwöhnen; putzen, striegeln; warten, pflegen	imperfective	-	хо'ль	хо'льте	хо'лил	хо'лила	хо'лило	хо'лили	хо'лю	хо'лишь	хо'лит	хо'лим	хо'лите	хо'лят
раскошелиться	раскоше'литься	come down with money, cough up	spendabel sein, sich nicht lumpen lassen, die Spendierhosen anhaben, tief in die Tasche greifen, tief in die Tasche langen, (etwas) springen lassen, den Beutel weit aufmachen	perfective	раскошеливаться	раскоше'лься	раскоше'льтесь	раскоше'лился	раскоше'лилась	раскоше'лилось	раскоше'лились	раскоше'люсь	раскоше'лишься	раскоше'лится	раскоше'лимся	раскоше'литесь	раскоше'лятся
гавкнуть	га'вкнуть		kläffen, bellen	perfective	гавкать	га'вкни	га'вкните	га'вкнул	га'вкнула	га'вкнуло	га'вкнули	га'вкну	га'вкнешь	га'вкнет	га'вкнем	га'вкнете	га'вкнут
размягчить	размягчи'ть	make soft, soften	aufweichen, weich machen, erweichen	perfective	размягчать	размягчи'	размягчи'те	размягчи'л	размягчи'ла	размягчи'ло	размягчи'ли	размягчу'	размягчи'шь	размягчи'т	размягчи'м	размягчи'те	размягча'т
подсмеиваться	подсме'иваться	laugh, make fun	sich lustig machen	imperfective	подсмеяться	подсме'ивайся	подсме'ивайтесь	подсме'ивался	подсме'ивалась	подсме'ивалось	подсме'ивались	подсме'иваюсь	подсме'иваешься	подсме'ивается	подсме'иваемся	подсме'иваетесь	подсме'иваются
подыграть	подыгра'ть	accompany, vamp, play up, play into hand	Bälle zuspielen, Bälle zuwerfen	perfective	подыгрывать	подыгра'й	подыгра'йте	подыгра'л	подыгра'ла	подыгра'ло	подыгра'ли	подыгра'ю	подыгра'ешь	подыгра'ет	подыгра'ем	подыгра'ете	подыгра'ют
разбредаться	разбреда'ться	disperse, straggle	auseinanderlaufen, sich zerstreuen	imperfective	разбрестись	разбреда'йся	разбреда'йтесь	разбреда'лся	разбреда'лась	разбреда'лось	разбреда'лись	разбреда'юсь	разбреда'ешься	разбреда'ется	разбреда'емся	разбреда'етесь	разбреда'ются
бастовать	бастова'ть	strike, go on strike, be on strike, be out	streiken	imperfective		басту'й	басту'йте	бастова'л	бастова'ла	бастова'ло	бастова'ли	басту'ю	басту'ешь	басту'ет	басту'ем	басту'ете	басту'ют
культивировать	культиви'ровать	cultivate	kultivieren, züchten pflegen	imperfective		культиви'руй	культиви'руйте	культиви'ровал	культиви'ровала	культиви'ровало	культиви'ровали	культиви'рую	культиви'руешь	культиви'рует	культиви'руем	культиви'руете	культиви'руют
настораживаться	настора'живаться		aufmerksam werden, die Ohren spitzen	imperfective	насторожиться	настора'живайся	настора'живайтесь	настора'живался	настора'живалась	настора'живалось	настора'живались	настора'живаюсь	настора'живаешься	настора'живается	настора'живаемся	настора'живаетесь	настора'живаются
выщербить	вы'щербить	dent, jag	schartig machen	perfective	выщерблять	вы'щерби	вы'щербите	вы'щербил	вы'щербила	вы'щербило	вы'щербили	вы'щерблю	вы'щербишь	вы'щербит	вы'щербим	вы'щербите	вы'щербят
спрессовать	спрессова'ть	press, compress	pressen	perfective	спрессовывать	спрессу'й	спрессу'йте	спрессова'л	спрессова'ла	спрессова'ло	спрессова'ли	спрессу'ю	спрессу'ешь	спрессу'ет	спрессу'ем	спрессу'ете	спрессу'ют
бдеть	бдеть		wachen, nicht schlafen	imperfective	-	бди'	бди'те	бде'л	бде'ла	бде'ло	бде'ли	бжу'	бди'шь	бди'т	бди'м	бди'те	бдя'т
пользовать	по'льзовать	treat	behandeln, heilen, kurieren (meist alternative Medizin); gebrauchen	imperfective	выпользовать	по'льзуй	по'льзуйте	по'льзовал	по'льзовала	по'льзовало	по'льзовали	по'льзую	по'льзуешь	по'льзует	по'льзуем	по'льзуете	по'льзуют
